Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Pentaxim,"Diphtheria, Tetanus, Pertussis, Polio, Haemophilus Influenza",1,1997,Vaccine,,,,,,
,Cerezyme,Gaucher Disease,1,1994-05-23 00:00:00,,,,,,,
,Myozyme,Pompe Disease,1,2006-04-28 00:00:00,,,,,,,
,Zaltrap (ziv-aflibercept),2L mCRC,REGN,2012-08-03 00:00:00,VEGF,Protein,IV,,,,
,Cablivi (caplacizumab),acquired TTP,,2019-02-06 00:00:00,vwF mab,,,,,,
,Cerdelga (eliglustat),Gaucher Disease,1,2014-08-19 00:00:00,Glucosylceramide Inhibitor,NCE,,,,,
,Xenpozyme (olipudase alfa) fka GZ402665,Niemann-Pick/ASMD,1,2022-08-31 00:00:00,rhASM,Protein,SC/IV?,,,,
,Fabrazyme,Fabry Disease,1,2003-04-24 00:00:00,,,,,,,
,Altuviiio (efanesoctocog alfa),Hemophilia A,SOBI,,,rF8,,,,,
,Eloctate,Hemophilia A,,,,,,,,,
,Kevzara (sarilumab),RA,REGN,2017-05-22 00:00:00,IL-6,Antibody,SC,,,,
,Praluent (alirocumab),Cholesterol,REGN,2015-07-24 00:00:00,PCSK9,Antibody,SC,,,,
,Sarclisa (SAR650984),Blood Cancer,1,2020-03-02 00:00:00,CD38 antibody,Antibody,IV?,,,,
,Qfitlia (fitusiran),,ALNY,2025-03-28 00:00:00,thrombin RNAi,,,,,,
,Fluzone,Influenza,1,,Vaccine,,,,,,
,Lemtrada (alemtuzumab),Multiple Sclerosis,BAY GR?,2001-05-07 00:00:00,AntiCD52,Antibody,IV,,,,
,,,,Phase,,IP,,,,,
,Dengue Vaccine,Dengue,1,III,Vaccine,Vaccine,IM,,,,
,C. Diff Vaccine,CDAD,1,III,Vaccine,Vaccine,IM,,,,
,U300,Type 2 Diabetes,1,III,Insulin Glargine,Protein,SC,,,,
,Hexavalent Ped Vaccine,DTP-HepB-Polio-Hib,1,III,,Vaccine,,,,,
,Lyxumia (lixisenatide),Type 2 Diabetes,Zealand,III,GLP-1,Peptide,SC?,,,,
,tolebrutinib,SPMS,,,,,,,,,
,SAR3419,"NHL,ALL",IMGN?,II,CD19,Antibody,?,,,,
,SAR256212,Breast Cancer,100%?,II,ErbB3 mab,Antibody,?,,,,
,SAR245409/XL765,Ovarian,EXEL,II,PI3K/mTOR,NCE,Oral,,,,
,SAR292833/GRC15300,Pain,100%?,II,TRPV3 antagonist,?,?,,,,
,GENZ438027/ALN-TTR02,FAP,ALNY?,II,Antisense,?,?,,,,
,fresolimumab,FSGS,1,II,TGF-Beta antibody,Antibody,IV?,,,,
,SAR100842,Systemic Sclerosis,1,II,LPA-1 Antagonist,?,?,,,,
,SAR156597,IPF,1,II,IL4/IL3 mab,Antibody,SC/IM?,,,,
,GZ404477,Parkinson's,1,I,AADC AAV,Gene Therapy,IV?,,,,
,SAR339658,IBD,1,II,VLA2 mab,Antibody,SC/IM?,,,,
,SAR153192,Cancer,1,I,DLL4 antibody,Antibody,,,,,
,SAR405838/MI-773,Cancer,?,I,HDM2/p53 antagonist,?,?,,,,
,SAR391786,Sarcopenia,1,I,GDF8 antibody,Antibody,?,,,,
,SAR252067,Crohn's,1,I,LIGHT mab,Antibody,?,,,,
,SAR113244,SLE,1,I,CXCRS mab,Antibody,?,,,,
,GZ402666,Pompe Disease,1,I,GAA,Protein,IV,,,,
,GZ402671,Fabry,1,I,GCS inhibitor,NCE,Oral,,,,
,SAR125844,Cancer,1,I,C-MET inhibitor,?,Oral?,,,,
,SAR245408/XL147,Cancer,EXEL,I,PI3K,NCE,Oral,,,,
,SAR307746,Cancer,1,I,ANG2 antibody,Antibody,IV?,,,,
,SAR260301,Cancer,1,I,PI3K Beta inhibitor,NCE,Oral,,,,
,SAR566658,Cancer,IMGN?,I,CA6mab,Antibody,IV?,,,,
,,,,,,,,,,,
,,,,,Q209: Paying $4bn to own 50% of Merial/Intervet Schering-Plough,,,,,,
,,,,,2013: outlicensed alvocidib to Tolero.,,,,,,
,,,,,11/29/24: sold Enjaymo for CAD to 11/29/2024,,,,,,
,,,,,1/30/25: Q424 results,,,,,,
